file,segment,fault_type,load_hp,rpm,sampling_frequency_hz,mean,std,rms,peak,peak_to_peak,mean_absolute,kurtosis,skewness,crest_factor
100.mat,12,Normal,3,1725.0,12000,0.013620608473557692,0.0636375014803385,0.06507881813501254,0.2659846153846154,0.46104,0.052421949519230765,2.9455073967557968,-0.04944135266634491,4.087115024627577
100.mat,13,Normal,3,1725.0,12000,0.014201431189903847,0.06327676185209857,0.06485082295799162,0.208824,0.41556184615384617,0.05247176051682692,2.8713239053302995,-0.15885674602667182,3.2200670781814105
100.mat,14,Normal,3,1725.0,12000,0.015388847956730768,0.06351777662434364,0.06535537153697003,0.208824,0.41556184615384617,0.05259817247596153,2.9243572506594977,-0.17035648679321427,3.1952079085324008
100.mat,15,Normal,3,1725.0,12000,0.016272509314903844,0.06648635606073107,0.06844874068701295,0.2822566153846154,0.4985907692307692,0.05495966195913461,3.036371174982378,-0.14177137345414004,4.123620282150334
100.mat,16,Normal,3,1725.0,12000,0.016504807842548076,0.06714329697919895,0.06914210736704762,0.2822566153846154,0.5229987692307693,0.05532906805889423,3.1191500705456754,-0.09868737756209588,4.082268043787393
100.mat,17,Normal,3,1725.0,12000,0.016379007061298075,0.06462064104615774,0.06666407669450179,0.24074215384615386,0.4627089230769231,0.053377577073317306,3.0348840367562744,-0.0734601043784181,3.611272604125175
100.mat,18,Normal,3,1725.0,12000,0.016069139873798075,0.06510984544407798,0.06706347165212527,0.22196676923076922,0.4403870769230769,0.05391378380408654,2.9478515992736027,-0.13574620327100473,3.3098013532935706
100.mat,19,Normal,3,1725.0,12000,0.015847129507211538,0.06624749722251158,0.06811653545112974,0.25513661538461535,0.47480861538461533,0.05499470282451923,2.9741901621715816,-0.1981435880318093,3.7455900200277115
100.mat,20,Normal,3,1725.0,12000,0.015434431640625,0.06435023520944463,0.06617533114068998,0.25513661538461535,0.47480861538461533,0.05375986884014423,2.9215342689812633,-0.18488198655566057,3.8554641281989235
100.mat,21,Normal,3,1725.0,12000,0.015650992337740383,0.06458263719638711,0.06645201718831545,0.21362215384615382,0.41994276923076923,0.05384461884014423,2.872688691475704,-0.14912797508194436,3.214682757346243
100.mat,22,Normal,3,1725.0,12000,0.01540509510216346,0.06537513349339,0.06716565368091985,0.22822523076923076,0.4418473846153846,0.053991708984375,3.0410379026179593,-0.15019520764196242,3.3979455013338766
100.mat,23,Normal,3,1725.0,12000,0.014370269080528845,0.06393257716864087,0.06552769686835502,0.23135446153846154,0.4595796923076923,0.05258284209735577,3.082583960959091,-0.15253538635088223,3.5306362438352146
100.mat,24,Normal,3,1725.0,12000,0.013214939152644233,0.06146427979478664,0.06286885005708238,0.23135446153846154,0.4408043076923077,0.050322400691105766,2.984714458488057,-0.08584399829170442,3.679953766108351
100.mat,25,Normal,3,1725.0,12000,0.011671562199519231,0.06118931635718677,0.062292518013298596,0.2221753846153846,0.41493599999999997,0.04987130048076923,2.9747382184229014,-0.05628190647881137,3.566646391914246
100.mat,26,Normal,3,1725.0,12000,0.011747093599759614,0.06340087315877094,0.06447995754756726,0.2221753846153846,0.42411507692307693,0.05177058668870192,2.9937804872624856,-0.13040689606408598,3.4456502929842108
100.mat,27,Normal,3,1725.0,12000,0.01278344756610577,0.06626828744033307,0.06749001742443085,0.20819815384615384,0.4101378461538462,0.0545971825420673,2.819666845135582,-0.11953560451996793,3.084873315957802
100.mat,28,Normal,3,1725.0,12000,0.01275828740985577,0.06610671417384772,0.06732660363107056,0.21508246153846153,0.41514461538461533,0.054473724609374996,2.844023620175738,-0.10050989621963999,3.1946132722964675
100.mat,29,Normal,3,1725.0,12000,0.013305138822115384,0.06430895140386175,0.06567090641783478,0.23928184615384615,0.4593710769230769,0.05250089332932692,3.0928708332711308,-0.08911156287752768,3.6436507306812875
100.mat,30,Normal,3,1725.0,12000,0.014162672325721153,0.06437532809429837,0.06591482499904182,0.23928184615384615,0.4593710769230769,0.05270395718149038,2.9822999765750353,-0.047256129990220594,3.6301673585164567
100.mat,31,Normal,3,1725.0,12000,0.014160380408653845,0.0641269575816122,0.06567178284462573,0.21028430769230766,0.3911538461538461,0.05307703034855769,2.764389744241603,-0.07174821383942126,3.2020496259378826
100.mat,32,Normal,3,1725.0,12000,0.01378985381610577,0.06489324145877264,0.06634224035481569,0.2138307692307692,0.4134756923076923,0.05371056715745192,2.7642454461441317,-0.13883786378911459,3.223146642126437
100.mat,33,Normal,3,1725.0,12000,0.01345691466346154,0.06531086601123934,0.06668281466313299,0.22175815384615383,0.4399698461538461,0.05368617097355769,2.880685727721441,-0.1677706685874049,3.3255667890809284
100.mat,34,Normal,3,1725.0,12000,0.013494451171875001,0.06463333859006201,0.06602702984178312,0.22175815384615383,0.4399698461538461,0.05305619936899038,2.9034365973520915,-0.14070459206449606,3.3585965380775193
100.mat,35,Normal,3,1725.0,12000,0.01480731219951923,0.06395929514048397,0.06565095528201831,0.24282830769230768,0.45311261538461534,0.052582689302884615,2.9653576983524235,-0.051747478509816675,3.6987779789217776
100.mat,36,Normal,3,1725.0,12000,0.015037828125,0.06423849910528853,0.06597515473280223,0.24282830769230768,0.45311261538461534,0.053051768329326926,2.964707188890544,-0.12542435867544088,3.680602321824881
100.mat,37,Normal,3,1725.0,12000,0.014169497145432693,0.0632724411529838,0.06483962105697583,0.2075723076923077,0.4093033846153846,0.052340408203124994,2.8977443590365595,-0.2109316550147346,3.201318951415677
100.mat,38,Normal,3,1725.0,12000,0.014100332181490385,0.06308148881978343,0.0646381744741359,0.24303692307692307,0.444768,0.05198052629206731,2.9302309973826057,-0.08769684873251973,3.7599595758102824
100.mat,39,Normal,3,1725.0,12000,0.013950542668269231,0.06563277699767457,0.06709902426388688,0.24303692307692307,0.43892676923076923,0.05407375961538462,2.8964530499941263,-0.10827604292854039,3.6220634464237222
100.mat,40,Normal,3,1725.0,12000,0.014375005709134615,0.06664095355378136,0.06817373012894994,0.22321846153846153,0.436632,0.054755528545673074,2.915847148495327,-0.0945916426987545,3.2742591774903036
100.mat,41,Normal,3,1725.0,12000,0.013812823918269232,0.06585103979070615,0.06728412551348405,0.241368,0.4710535384615384,0.05350342878605768,3.100886688622755,-0.040376451556810036,3.5872948954598325
100.mat,42,Normal,3,1725.0,12000,0.012493341796875,0.0645529881087052,0.06575083165265805,0.241368,0.4710535384615384,0.052567664513221146,3.07450861535898,-0.10890261021058635,3.6709497649409952
100.mat,43,Normal,3,1725.0,12000,0.013008310096153847,0.06386653007851002,0.0651778320890387,0.2207150769230769,0.4063827692307692,0.052615183593749996,2.8838336644223896,-0.18642476079766895,3.3863519213336297
100.mat,44,Normal,3,1725.0,12000,0.01299598467548077,0.06368763099525136,0.0650000766112828,0.2207150769230769,0.41264123076923076,0.05216678275240384,2.9178384859172297,-0.18613986613404654,3.3956125658591128
100.mat,45,Normal,3,1725.0,12000,0.011984026893028845,0.0653360569786974,0.06642602834805368,0.20694646153846152,0.4113895384615385,0.05344439918870192,2.8681911123756816,-0.11469446926721583,3.115442345192164
100.mat,46,Normal,3,1725.0,12000,0.012568211087740384,0.06559612627290724,0.06678930836561488,0.2154996923076923,0.42411507692307693,0.05400148783052884,2.820685163023245,-0.1078355700655349,3.2265597231223606
100.mat,47,Normal,3,1725.0,12000,0.01227805438701923,0.06385845005076464,0.06502808825743384,0.2154996923076923,0.42411507692307693,0.05235044170673077,2.9345124935457303,-0.15914860024707703,3.3139478351965383
100.mat,48,Normal,3,1725.0,12000,0.011421590444711537,0.06408888102904858,0.06509867433244912,0.2238443076923077,0.44351630769230765,0.05235910006009615,3.0671429164679793,-0.15513101671542393,3.438538649023305
100.mat,49,Normal,3,1725.0,12000,0.011143147986778845,0.06465431595943784,0.0656075477307152,0.22426153846153846,0.44393353846153844,0.05273614588341346,2.989837621293438,-0.08385420509327622,3.4182277225482536
100.mat,50,Normal,3,1725.0,12000,0.009475650991586537,0.06533626619053512,0.06601981249166661,0.23677846153846152,0.442056,0.05310957557091346,2.8845117958333337,-0.07631121210342358,3.586475826000703
100.mat,51,Normal,3,1725.0,12000,0.009805126802884614,0.06557869361030003,0.06630765843591714,0.2497126153846154,0.4864910769230769,0.05299421574519231,3.050511958778036,-0.12103456773675612,3.7659694411611517
100.mat,52,Normal,3,1725.0,12000,0.010449359224759616,0.06601936793728926,0.06684120025139617,0.2497126153846154,0.4758516923076923,0.053520592698317306,3.015516395303678,-0.16416987833959087,3.735908607945732
100.mat,53,Normal,3,1725.0,12000,0.009571453125,0.06440542844653381,0.0651127631751691,0.222384,0.41556184615384617,0.052560890624999995,2.8248564379757664,-0.15027306482033947,3.4153672668096293
100.mat,54,Normal,3,1725.0,12000,0.010026322265624998,0.06359938744215472,0.06438485242035953,0.22551323076923077,0.42933046153846155,0.051931326472355765,2.818773104054159,-0.07699525482990094,3.502582087117122
100.mat,55,Normal,3,1725.0,12000,0.009405110877403845,0.06353621951320951,0.06422855518106416,0.2330233846153846,0.4585366153846154,0.05167081189903846,2.9390504240478097,-0.1240388693283439,3.6280340412216603
100.mat,56,Normal,3,1725.0,12000,0.008760674729567307,0.06354139866783284,0.0641424879965047,0.2330233846153846,0.4516523076923077,0.05146357166466346,2.9752775851198816,-0.14789090864211588,3.632902182217857
100.mat,57,Normal,3,1725.0,12000,0.009702092397836539,0.06442665469539641,0.06515308459417714,0.21862892307692305,0.42682707692307686,0.05215939768629808,2.944066148565769,-0.12352889591564477,3.3556189156462803
100.mat,58,Normal,3,1725.0,12000,0.009157889423076923,0.06590057184899513,0.0665338433333734,0.21049292307692305,0.4186910769230769,0.05347633323317308,2.816703959958957,-0.12815106969321566,3.163697037945495
100.mat,59,Normal,3,1725.0,12000,0.009409592848557692,0.06675381672953146,0.06741374107357863,0.21049292307692305,0.41577046153846153,0.054339520132211536,2.7368752094576876,-0.11728915634228385,3.1224038263531595
100.mat,60,Normal,3,1725.0,12000,0.009945697716346154,0.06295468675784402,0.06373546491430965,0.2221753846153846,0.42745292307692306,0.0510542352764423,2.918114315720252,-0.1437110283550901,3.485898862024346
100.mat,61,Normal,3,1725.0,12000,0.008480602463942308,0.061756724824190146,0.06233629503878272,0.2221753846153846,0.4307907692307692,0.05001900180288461,2.909286286077359,-0.1345962224871631,3.564141636540277
100.mat,62,Normal,3,1725.0,12000,0.00792886162860577,0.06565591772494712,0.06613294473279262,0.2422024615384615,0.47209661538461534,0.052878041015625,2.9710664661452464,-0.06069599006977954,3.6623571280104095
100.mat,63,Normal,3,1725.0,12000,0.007302455228365385,0.06714086360181852,0.06753681527552421,0.2422024615384615,0.47209661538461534,0.053994408353365386,2.955008513793125,-0.04890191864114312,3.58622864507852
100.mat,64,Normal,3,1725.0,12000,0.006784380108173077,0.06678643948297014,0.06713014458694848,0.241368,0.4516523076923077,0.053858625,2.893376740456915,-0.09124627232104822,3.595523314974761
100.mat,65,Normal,3,1725.0,12000,0.007917554837740384,0.06693996961384413,0.06740658132935538,0.26160369230769226,0.5029716923076922,0.05389341120793269,3.029532575655704,-0.1369360344130622,3.8809814583159192
100.mat,66,Normal,3,1725.0,12000,0.008108598858173078,0.0653322116213129,0.06583348122934696,0.26160369230769226,0.49692184615384605,0.052757486177884616,3.0351983288075504,-0.15629081461145639,3.9737180447184937
100.mat,67,Normal,3,1725.0,12000,0.0074387478966346145,0.062064113358799924,0.06250831254548193,0.2236356923076923,0.4362147692307692,0.04980783984375001,3.0278148567730345,-0.03731567163588528,3.5776952408525156
100.mat,68,Normal,3,1725.0,12000,0.007921120042067306,0.06236284971324458,0.06286389398595643,0.2236356923076923,0.44601969230769234,0.05011072941706731,2.9966086584367155,-0.04724587928227534,3.5574584730250995
100.mat,69,Normal,3,1725.0,12000,0.007932223106971153,0.06368522512603017,0.06417731735412373,0.222384,0.4324596923076923,0.051331862830528846,2.981984788794439,-0.11066694413466856,3.465149513385054
100.mat,70,Normal,3,1725.0,12000,0.008731694711538462,0.06370419287859355,0.06429981868441433,0.22175815384615383,0.44163876923076917,0.051421247596153845,2.975572346075121,-0.037543214593679444,3.4488146060652256
100.mat,71,Normal,3,1725.0,12000,0.010154465895432691,0.0637896002254446,0.06459277261848687,0.21988061538461537,0.42035999999999996,0.052170297025240384,2.805416250598154,-0.05549807180472407,3.4041055441810237
100.mat,72,Normal,3,1725.0,12000,0.010318057842548077,0.06464159577587113,0.06545989781609261,0.20047938461538461,0.40054153846153845,0.052975320162259615,2.784687029467712,-0.08980552310599019,3.0626290492940385
100.mat,73,Normal,3,1725.0,12000,0.01138950360576923,0.06338707788353432,0.06440219278098437,0.19881046153846152,0.38781599999999994,0.05202091496394231,2.853649753228927,-0.11197104464204526,3.087013857036915
100.mat,74,Normal,3,1725.0,12000,0.011766396634615383,0.0646772596255093,0.06573884698128363,0.23218892307692307,0.45874523076923074,0.052960397235576925,2.889295051618858,-0.16029424570350131,3.531989588181081
100.mat,75,Normal,3,1725.0,12000,0.012315896484374998,0.0667731414797791,0.06789943835770983,0.23218892307692307,0.45874523076923074,0.05485459029447115,2.8420738996334554,-0.15522194885513105,3.419600054034299
100.mat,76,Normal,3,1725.0,12000,0.014084645282451923,0.06487235659727306,0.0663837320675499,0.22342707692307692,0.42348923076923073,0.05369447280649038,2.8367554629599305,-0.12863228040115024,3.3656902069881354
100.mat,77,Normal,3,1725.0,12000,0.014143216496394231,0.06357006803893905,0.06512437426447351,0.20006215384615383,0.3982467692307692,0.05253252178485577,2.8773711494590066,-0.1764191476523675,3.0720011686206905
100.mat,78,Normal,3,1725.0,12000,0.013504230018028845,0.06400278026448263,0.06541192635875724,0.19964492307692308,0.39616061538461533,0.05273390489783654,2.832303976458909,-0.14320077863736372,3.0521180798430185
100.mat,79,Normal,3,1725.0,12000,0.013317973557692308,0.06517004601008493,0.06651694007273619,0.23114584615384615,0.42912184615384613,0.05366539092548077,2.803649254181026,-0.0979487279557235,3.4749921734386526
100.mat,80,Normal,3,1725.0,12000,0.013286803485576922,0.06389988908263061,0.06526664516915845,0.23114584615384615,0.4395526153846154,0.05251209825721154,2.8924199950536487,-0.1346526296204174,3.5415616285280342
100.mat,81,Normal,3,1725.0,12000,0.013687838040865385,0.06405967723305546,0.06550571850942638,0.20840676923076923,0.4147273846153846,0.05265816977163461,2.9344134311719854,-0.1847884154258004,3.1815049735051626
100.mat,82,Normal,3,1725.0,12000,0.013825556790865383,0.06453443857606479,0.06599878622297023,0.20632061538461538,0.40972061538461535,0.05305074969951923,2.9246665408911894,-0.20928351717760837,3.1261274213071437
100.mat,83,Normal,3,1725.0,12000,0.013124841346153845,0.06340964667116128,0.06475372384136084,0.22864246153846152,0.4428904615384615,0.05209099669471154,2.94214707162399,-0.17976817222652325,3.530954638201336
100.mat,84,Normal,3,1725.0,12000,0.01298253876201923,0.06183450602944346,0.06318269105231757,0.22864246153846152,0.4428904615384615,0.05109253575721154,2.8998870944150212,-0.16241165256239753,3.618751555693271
100.mat,85,Normal,3,1725.0,12000,0.012667629356971154,0.06300980979946598,0.06427056063619235,0.21883753846153844,0.4118067692307692,0.052049894981971156,2.838054097060989,-0.16443760006304764,3.4049421118369017
100.mat,86,Normal,3,1725.0,12000,0.012138705829326923,0.06457250036077239,0.06570354619084791,0.25555384615384613,0.4520695384615384,0.052851913161057695,2.957171348998211,-0.1639943245126509,3.8894985273936884
100.mat,87,Normal,3,1725.0,12000,0.012162592698317307,0.065534834791024,0.06665390635388124,0.2586830769230769,0.514236923076923,0.05297847791466346,3.121137183491256,-0.1410161091704046,3.8809889933482324
100.mat,88,Normal,3,1725.0,12000,0.011436309645432692,0.0669040102136513,0.06787441168050427,0.2586830769230769,0.4998424615384615,0.054023897686298075,3.0503833609538664,-0.10962020845697472,3.8112017550993973
100.mat,89,Normal,3,1725.0,12000,0.011257845703124998,0.06491992715991514,0.06588881568463692,0.23928184615384615,0.46124861538461537,0.053016574669471156,2.9729627785407744,-0.12730062243972817,3.6316003507957832
100.mat,90,Normal,3,1725.0,12000,0.011704463942307692,0.06353964552247267,0.06460867611473138,0.2426196923076923,0.4372578461538461,0.05205870612980769,2.957412699860817,-0.11351343797070018,3.755218445845429
100.mat,91,Normal,3,1725.0,12000,0.011760896033653847,0.06264069138369838,0.0637351935161584,0.2426196923076923,0.43934399999999996,0.051355953425480765,2.872960701660294,-0.06262526231572431,3.806683229826271
100.mat,92,Normal,3,1725.0,12000,0.011903657001201922,0.06362616869522521,0.0647301042238889,0.2751636923076923,0.47355692307692304,0.05210418795072115,2.9976408737525326,-0.04284990998453285,4.250938502369072
100.mat,93,Normal,3,1725.0,12000,0.011497529296875,0.06655441633373228,0.06754023625555561,0.2751636923076923,0.4902461538461538,0.05452516541466346,2.953999104240106,-0.1201972039252855,4.074070621644566
100.mat,94,Normal,3,1725.0,12000,0.011656588341346153,0.06521407299256923,0.06624765179264662,0.21508246153846153,0.4255753846153846,0.053551711838942306,2.832419739412566,-0.15821758471409025,3.2466427974181467
100.mat,95,Normal,3,1725.0,12000,0.012006436748798078,0.06402613361035411,0.06514215461967622,0.21049292307692305,0.4076344615384615,0.052595065655048075,2.786738943971097,-0.10225847957559867,3.231285859453957
100.mat,96,Normal,3,1725.0,12000,0.011509956580528845,0.06390118992302567,0.06492950927016355,0.20652923076923077,0.4026276923076923,0.052498397686298076,2.803655040974962,-0.11505359656179129,3.180822296221099
100.mat,97,Normal,3,1725.0,12000,0.011665246694711537,0.06286527848597359,0.0639384173996158,0.20652923076923077,0.3988726153846154,0.05144650961538461,2.9015136130354175,-0.13758949199310766,3.2301273501722894
100.mat,98,Normal,3,1725.0,12000,0.012075805438701924,0.06369013450981106,0.0648248278892525,0.200688,0.3930313846153846,0.05201352989783654,2.8374310490249846,-0.13195098760161472,3.0958508727991956
100.mat,99,Normal,3,1725.0,12000,0.013059139723557694,0.06462307153140182,0.06592937512575163,0.20298276923076922,0.40033292307692303,0.05296966676682692,2.8262877758814318,-0.10148244680776894,3.078791037282034
100.mat,100,Normal,3,1725.0,12000,0.013266532752403847,0.06407125458431318,0.06543031831863938,0.22843384615384613,0.4326683076923077,0.05285099639423077,2.8909456092519794,-0.10065462623774121,3.49125377995863
100.mat,101,Normal,3,1725.0,12000,0.013700825570913462,0.06333408890947266,0.06479906974114354,0.22843384615384613,0.4326683076923077,0.05241762034254807,2.9634450766419973,-0.14964149434316976,3.525264283366776
100.mat,102,Normal,3,1725.0,12000,0.015238141676682693,0.06380324500923397,0.06559767553402325,0.21487384615384614,0.4163963076923077,0.05296666180889423,2.941383261582454,-0.19342440547301137,3.275632015991153
100.mat,103,Normal,3,1725.0,12000,0.015108317307692307,0.06346039914011163,0.06523406710371657,0.2292683076923077,0.4549901538461538,0.05258818990384616,2.990491824743488,-0.18768920406785228,3.5145487300031553
100.mat,104,Normal,3,1725.0,12000,0.015563492037259615,0.06304298485258646,0.06493566218586894,0.2292683076923077,0.4549901538461538,0.05223090549879807,2.9801595269003323,-0.12655760907383376,3.530699464279895
100.mat,105,Normal,3,1725.0,12000,0.01538533368389423,0.06533131512099424,0.06711847158572237,0.2221753846153846,0.4224461538461538,0.05392529432091346,2.9084984045618256,-0.13331445180766296,3.3101973177626167
100.mat,106,Normal,3,1725.0,12000,0.014001066706730767,0.0652126193090713,0.06669869253648218,0.23281476923076924,0.4549901538461538,0.053893258413461535,2.951468601177674,-0.2560607247876344,3.490544722498519
100.mat,107,Normal,3,1725.0,12000,0.0134037421875,0.06479621848870311,0.06616804542273196,0.23281476923076924,0.4466455384615384,0.053612524038461534,2.9602855295795103,-0.281515426444683,3.518537803910798
100.mat,108,Normal,3,1725.0,12000,0.013170832481971154,0.0652128445065709,0.06652958677841267,0.2138307692307692,0.41514461538461533,0.05390105093149038,2.8851160330865593,-0.17071304321425473,3.2140703044341232
100.mat,109,Normal,3,1725.0,12000,0.013930221003605768,0.06458500657788337,0.06607022121859846,0.2154996923076923,0.42348923076923073,0.05344582527043269,2.9462538145585944,-0.19131293412121775,3.2616765667348813
100.mat,110,Normal,3,1725.0,12000,0.013348074068509614,0.06433370372862256,0.06570385465694234,0.24992123076923078,0.4704276923076923,0.05259588055889423,3.131051167273163,-0.18312446269567687,3.8037529468269002
100.mat,111,Normal,3,1725.0,12000,0.012263691706730768,0.0646719055394958,0.06582441416668441,0.27140861538461536,0.4919150769230769,0.052778368088942304,3.052715906776537,-0.10981609499482829,4.1232211303444135
100.mat,112,Normal,3,1725.0,12000,0.01248509089543269,0.06556782061814329,0.06674591070080797,0.27140861538461536,0.4904547692307692,0.05364313386418269,2.9828481276135097,-0.12984318019452415,4.066295785538363
100.mat,113,Normal,3,1725.0,12000,0.011354259014423076,0.06282699959126746,0.06384474195583947,0.22551323076923077,0.4445593846153846,0.050726338341346155,3.067120699966591,-0.05742742225290742,3.5322130509230525
100.mat,114,Normal,3,1725.0,12000,0.010574192307692309,0.061188776080496214,0.06209573142486659,0.22989415384615383,0.4243236923076923,0.04939223888221154,3.0399191346278043,-0.05735490083969759,3.702253739040288
100.mat,115,Normal,3,1725.0,12000,0.012037097506009616,0.06464330510227242,0.06575445696616058,0.22989415384615383,0.44309907692307693,0.05275203650841346,2.9673858711082515,-0.10895326857593272,3.496252032990934
100.mat,116,Normal,3,1725.0,12000,0.012401766977163463,0.06542382856384998,0.06658889673292309,0.21862892307692305,0.4372578461538461,0.053431768179086535,2.967822392268459,-0.13128282624524582,3.2832639344334993
100.mat,117,Normal,3,1725.0,12000,0.011209868239182692,0.06434586718499048,0.06531501948042481,0.22864246153846152,0.44727138461538457,0.05232553620793269,3.006585800130402,-0.1410612115083943,3.5006107838180562
100.mat,118,Normal,3,1725.0,12000,0.011018824218749999,0.06430965828085529,0.06524681321998868,0.22864246153846152,0.4345458461538461,0.05262659224759615,2.951894566991494,-0.12661546566600743,3.5042701743541365
100.mat,119,Normal,3,1725.0,12000,0.010923073016826922,0.06575071518697798,0.06665185722641215,0.22843384615384613,0.4297476923076923,0.053700024338942304,2.9175990239815808,-0.12928019333069418,3.42726903134703
100.mat,120,Normal,3,1725.0,12000,0.01142194696514423,0.06565266184446797,0.06663882411731638,0.22843384615384613,0.43099938461538456,0.05334294365985577,2.8808487550879076,-0.11586198669179616,3.4279393308575297
100.mat,121,Normal,3,1725.0,12000,0.012242096754807693,0.06362325989482384,0.06479033980925221,0.21508246153846153,0.41952553846153845,0.05205728004807692,2.919002447808442,-0.18997989630025996,3.319668675479724
100.mat,122,Normal,3,1725.0,12000,0.011359657752403846,0.06471972090589494,0.06570908687836624,0.21800307692307694,0.43308553846153847,0.05298739092548077,2.902358363204923,-0.1604271825242724,3.317700599410571
100.mat,123,Normal,3,1725.0,12000,0.011992634314903848,0.0659162148246511,0.06699828844545629,0.22488738461538463,0.44685415384615385,0.053832140625,2.9203789513127387,-0.055106453501535944,3.356613875270363
100.mat,124,Normal,3,1725.0,12000,0.012285541316105769,0.06521925475961446,0.06636629955654627,0.24032492307692307,0.463752,0.053115279897836536,3.1030380036129066,-0.08534111633978889,3.6211891379021113
100.mat,125,Normal,3,1725.0,12000,0.012196258413461537,0.06494846730241628,0.06608367517186804,0.24032492307692307,0.463752,0.0531991640625,3.0624803249248242,-0.1831375115131479,3.636676114817989
100.mat,126,Normal,3,1725.0,12000,0.013663747445913461,0.06383431334131745,0.0652802998922585,0.23531815384615382,0.4391353846153846,0.052582740234374994,3.014938305965771,-0.22003137956683236,3.6047345712953724
100.mat,127,Normal,3,1725.0,12000,0.013152140625,0.0643043598744143,0.06563558106604953,0.21362215384615382,0.41535323076923075,0.052655317608173074,2.975932802998173,-0.17567238137828695,3.254669957613149
100.mat,128,Normal,3,1725.0,12000,0.013309569861778845,0.06554156375330106,0.06687930344384276,0.22300984615384614,0.43663199999999996,0.05392447941706731,2.8680338718242675,-0.1229129346356023,3.334512093731705
100.mat,129,Normal,3,1725.0,12000,0.013685495192307691,0.06769978897077916,0.06906919867311845,0.2540935384615385,0.46542092307692307,0.055393496394230766,3.0036167964632674,-0.09808759458693583,3.6788256320169386
100.mat,130,Normal,3,1725.0,12000,0.012931148888221153,0.06539914070635995,0.06666529994457095,0.2540935384615385,0.46542092307692307,0.052973282902644234,3.199964663677288,-0.13030649873640654,3.811481215456996
100.mat,131,Normal,3,1725.0,12000,0.013781348257211539,0.0629269185409843,0.06441834084210972,0.21341353846153846,0.40784307692307686,0.051552243389423075,3.0406335616887974,-0.10302103031053868,3.3129313122891215
100.mat,132,Normal,3,1725.0,12000,0.013186774038461538,0.06418344493586217,0.06552408422386607,0.21341353846153846,0.4053396923076923,0.05284447716346154,2.7996876114966893,-0.07364986261927607,3.2570243596598956
100.mat,133,Normal,3,1725.0,12000,0.011606115234374999,0.06500822982026046,0.06603614052318164,0.22530461538461538,0.41556184615384617,0.053299550030048076,2.833399840584718,-0.16734326631262486,3.411838026868384
100.mat,134,Normal,3,1725.0,12000,0.011447972956730768,0.06586417909446336,0.06685167292301356,0.22530461538461538,0.42515815384615385,0.05379944260817307,2.913546771135371,-0.19081099262749535,3.3702165635267853
100.mat,135,Normal,3,1725.0,12000,0.011677266526442309,0.064938280169427,0.06597983619934629,0.23177169230769232,0.4307907692307692,0.05305482421875,2.868419425210799,-0.14907585713229263,3.512765500166377
