file,segment,peak_frequency,peak_amplitude,spectral_energy,spectral_centroid,spectral_bandwidth
100.mat,56,2100.5859375,0.014883895422978117,0.00209550413109337,1117.0534313652242,1061.1831148226902
100.mat,57,2100.5859375,0.015158389274400228,0.002169527593645263,1109.09612432465,1059.6930604343863
100.mat,58,2100.5859375,0.015302570061371994,0.002255309751577425,1108.3903422350872,1080.14572472986
100.mat,59,2100.5859375,0.01482914536754192,0.002316576484844648,1095.8262330796188,1037.4169446280168
100.mat,60,2100.5859375,0.014704255950985717,0.0020805632384161693,1120.7181571395417,1054.3679235190737
100.mat,61,2100.5859375,0.015105385747166548,0.001978867164926469,1102.174427128137,1053.5650440896304
100.mat,62,2100.5859375,0.01518172683551333,0.00221821663582087,1065.6709063142164,1027.551053662565
100.mat,63,2100.5859375,0.01522045844612104,0.0023072737831367034,1096.888280730338,1065.55699985628
100.mat,64,2100.5859375,0.014790385989376287,0.0022762420791280643,1084.1162338434485,1040.133294365815
100.mat,65,2100.5859375,0.01529197800895601,0.002303167464197792,1092.8177286865564,1030.976075218091
100.mat,66,2100.5859375,0.015414236053894916,0.0021998984945291126,1144.6794859770523,1083.2454854741688
100.mat,67,2100.5859375,0.015055183791037126,0.0019813120821863413,1111.9027333097906,1041.7513994779804
100.mat,68,2100.5859375,0.01543644695977995,0.002007307242351903,1194.089380027008,1161.672742454469
100.mat,69,2100.5859375,0.015189806956521966,0.002090824161407604,1109.1821979495369,1051.593078904581
100.mat,70,2100.5859375,0.015137132443747231,0.002105354664910723,1110.1381020177957,1056.3518257156231
100.mat,71,2100.5859375,0.015425281563699841,0.0021376697350176162,1103.2782653502384,1041.4205099629885
100.mat,72,2100.5859375,0.015365235743708705,0.0021957303202033256,1113.6692120612227,1069.4407415758847
100.mat,73,2100.5859375,0.015329563311095253,0.0021386816742056747,1125.6003806763702,1078.5034400671627
100.mat,74,2100.5859375,0.015526987708054158,0.0022300221351276984,1114.962241381443,1082.8327340475093
100.mat,75,2100.5859375,0.015535377967073832,0.0023810075289709643,1087.1426774751828,1055.771554628349
100.mat,76,2100.5859375,0.015434514569404974,0.0023025887000759073,1114.0142475632117,1088.1174484235794
100.mat,77,2100.5859375,0.015557690741315706,0.0022206074311217567,1119.4078727025617,1077.499995221279
100.mat,78,2100.5859375,0.014947690878126406,0.00223054266292847,1182.3580105153094,1155.9381665258843
100.mat,79,2100.5859375,0.015324157687421729,0.0023009358760526836,1099.834101200755,1047.4833416089396
100.mat,80,2100.5859375,0.014928419116207582,0.0022181377204602585,1196.0543281521552,1159.7074524142195
100.mat,81,2100.5859375,0.014630250479768037,0.00223917803516272,1096.2246054706725,1050.2524921261033
100.mat,82,2100.5859375,0.015093652146085925,0.002273493658799974,1213.9868879758933,1198.7262316944834
100.mat,83,2100.5859375,0.015063997980599042,0.002182653105925476,1110.2193022270699,1040.6265143939843
100.mat,84,2100.5859375,0.015172094950589873,0.002080299569924619,1152.0816578198308,1105.3285362066863
100.mat,85,2100.5859375,0.014732262218887382,0.002145586905183094,1105.3846021388183,1035.7735580864291
100.mat,86,2100.5859375,0.015000683289610713,0.0022321521060532736,1091.295702517882,1043.592204989832
100.mat,87,2100.5859375,0.015108426154301887,0.002295335953226785,1074.5006574198583,1033.4728636249574
100.mat,88,2100.5859375,0.015001005981985631,0.0023688625111978404,1072.9128144489923,1030.4524107544325
100.mat,89,2100.5859375,0.015434201865387543,0.0022340378249125106,1137.0723179506624,1105.3961363391452
100.mat,90,2100.5859375,0.015221134648528253,0.0021556379361033747,1133.3271909667003,1085.0348662349074
100.mat,91,2100.5859375,0.01548077866310256,0.002100247199532696,1159.9774812719374,1133.2968026368208
100.mat,92,2100.5859375,0.015336142986196682,0.002165841997060405,1149.8798846756872,1109.208501363378
100.mat,93,2100.5859375,0.015128860561258993,0.0023469383724802066,1083.04340512723,1033.4748406733997
100.mat,94,2100.5859375,0.015064211896298358,0.0022623138633824625,1131.3032094595,1095.0023183033195
100.mat,95,2100.5859375,0.01526287964358912,0.0021938274693967647,1125.1162925760034,1065.3225512608105
100.mat,96,2100.5859375,0.014842595039333443,0.00217416019611893,1119.8934735182909,1061.9248290300857
100.mat,97,2100.5859375,0.015047287831278868,0.002112099629974067,1120.2392180951838,1047.5867236151487
100.mat,98,2100.5859375,0.01556187617595205,0.0021740416981462763,1099.7426266323143,1037.7978559374114
100.mat,99,2100.5859375,0.01502946963744878,0.002258611847361822,1104.623941490757,1056.4352488032735
100.mat,100,2100.5859375,0.0151190892412056,0.0022285637233575486,1110.8002197464423,1043.2115395158382
100.mat,101,2100.5859375,0.015079348044817531,0.002193316035468917,1100.367219107622,1042.02105392399
100.mat,102,0.0,0.015238141676682693,0.0022676280151743234,1092.1157759691807,1044.4207358241013
100.mat,103,0.0,0.015108317307692309,0.002241872512539729,1132.565135944074,1092.927507257282
100.mat,104,0.0,0.015563492037259614,0.0022294313450379783,1125.3917463827697,1086.9818396772682
100.mat,105,2100.5859375,0.015401937389846491,0.0023707991335391128,1139.8358910952338,1111.0697173428578
100.mat,106,2100.5859375,0.015409952535048156,0.0023223730313332437,1145.0435497542067,1117.047576229709
100.mat,107,2100.5859375,0.01502470104961192,0.002278935281307209,1084.6526641408864,1031.5613530292997
100.mat,108,2100.5859375,0.015028970135764208,0.0022998284932414467,1107.8995434466203,1073.08429402275
100.mat,109,2100.5859375,0.015145783025418753,0.002279662626511877,1108.1618852192883,1055.7795778870673
100.mat,110,2100.5859375,0.014814608884021996,0.002247583804207337,1103.4378961363889,1039.9679366374037
100.mat,111,2100.5859375,0.014414081142390905,0.0022416261734598377,1171.051507125609,1136.2800163156667
100.mat,112,2100.5859375,0.014852429480511794,0.002305447047371893,1111.8832608154198,1046.0893733331593
100.mat,113,2100.5859375,0.01504714063157138,0.002102535248695383,1137.9466636764132,1085.4206058505642
100.mat,114,2100.5859375,0.015191064682447629,0.0019838467246736857,1134.327670166286,1070.2947031217013
100.mat,115,2100.5859375,0.014976677547258456,0.002234270187985473,1096.0049295980295,1063.544487469619
100.mat,116,2100.5859375,0.015248429859185756,0.0022939425386231697,1114.3034372799666,1065.4289696341734
100.mat,117,2100.5859375,0.015084699419132616,0.0021958564807768354,1122.5724403705478,1056.0968467632176
100.mat,118,2100.5859375,0.015361063726282684,0.0021892805996345964,1122.1515206216122,1049.9738501904144
100.mat,119,2100.5859375,0.015423308420739633,0.0022808921567815652,1146.8620152842284,1106.3061685358034
100.mat,120,2100.5859375,0.014982337824302944,0.002285597028698334,1118.949133560119,1084.5164156538817
100.mat,121,2100.5859375,0.01554662697853218,0.0021738285921740178,1114.62952751371,1074.6848588080004
100.mat,122,2100.5859375,0.01559252686858748,0.0022233629631930965,1092.5305820956712,1045.357752252566
100.mat,123,2100.5859375,0.015558589491631046,0.002316297007310198,1100.730639196741,1057.666990905757
100.mat,124,2100.5859375,0.014897016757031811,0.002277710140118988,1104.6627447050607,1054.3749257716906
100.mat,125,2100.5859375,0.014915805161864217,0.0022579006110190975,1135.201530877463,1097.537090048354
100.mat,126,2100.5859375,0.015251649633363036,0.0022241077918992037,1095.2150618666801,1043.5966794082797
100.mat,127,2100.5859375,0.014638395291185158,0.00224050415452408,1093.7023486845296,1036.5602796055398
100.mat,128,2100.5859375,0.015183298481894484,0.0023249930199354006,1096.4037250965641,1059.8976501043308
100.mat,129,2100.5859375,0.015468549509513946,0.002478923574367912,1075.5393129151323,1059.604754161069
100.mat,130,2100.5859375,0.015187225565956874,0.002305738546119345,1108.9595012645696,1067.3912099146887
100.mat,131,2100.5859375,0.014946460742120292,0.0021698241512415136,1103.9656704186652,1053.093013477102
100.mat,132,2100.5859375,0.014931733182676356,0.0022336483463432054,1111.4999681587951,1057.6650453086138
100.mat,133,2100.5859375,0.014915481710817129,0.0022477374635058492,1173.3772163649667,1159.190269623831
100.mat,134,2100.5859375,0.015055449433056962,0.002300101219108106,1119.1060693090205,1070.6502061871638
100.mat,135,2100.5859375,0.014794146745026156,0.002244849123765805,1176.7896451629076,1140.50667734624
100.mat,136,2100.5859375,0.015009737749186347,0.0022674420996515263,1128.5157077553772,1061.1550272541122
100.mat,137,2100.5859375,0.015464681089661982,0.0023057822589247967,1102.9139188964898,1066.8659278757416
100.mat,138,90.8203125,0.014776620028155765,0.0023087536469814907,1098.4863964581261,1054.4468298682746
100.mat,139,2100.5859375,0.015131723289339373,0.002174672790879633,1109.4927505389714,1070.569864184419
100.mat,140,2100.5859375,0.015253268245434852,0.002047999711663502,1097.9215780640134,1053.9780477223771
100.mat,141,2100.5859375,0.015187172977281086,0.0021289469087601974,1099.9879469875327,1045.3225617183741
100.mat,142,2100.5859375,0.015552618182503596,0.002265639911860638,1114.2286773095452,1094.4923657080894
100.mat,143,2100.5859375,0.015468668139924665,0.002265690249089577,1088.0025023074577,1043.374585521647
100.mat,144,2100.5859375,0.015085020192715617,0.0020552250557662405,1123.9210115268286,1087.9660706367424
100.mat,145,2100.5859375,0.01495223116332164,0.001983795370146617,1130.7099602743187,1066.9792323617723
100.mat,146,2100.5859375,0.015307965439219081,0.002128053357288707,1103.1657173558092,1054.946209964338
100.mat,147,2100.5859375,0.01512544749465564,0.0022572820705302806,1101.519891677198,1043.7619638746407
100.mat,148,2100.5859375,0.015174701485903722,0.0022850963493951664,1127.8469310720511,1086.6870966148801
100.mat,149,2100.5859375,0.015151863566609847,0.002239583159953683,1095.7607983211412,1038.6321490738965
100.mat,150,2100.5859375,0.014857681945714836,0.0022295438254314143,1139.5081132163032,1112.4169056486855
100.mat,151,2100.5859375,0.015151896720139217,0.0023511710645593292,1073.4637040990465,1031.1177269240252
100.mat,152,2100.5859375,0.015453603523198708,0.002412488756906148,1110.736534555137,1083.6437791817327
100.mat,153,2100.5859375,0.015111542968868701,0.002343764069144483,1097.9197883670747,1033.5872603637413
100.mat,154,2100.5859375,0.014675428380085322,0.0022785710999805838,1111.9697373160973,1048.3595786214294
100.mat,155,2100.5859375,0.015157702942013953,0.0022392597803880445,1101.483296066979,1039.1980602102342
100.mat,156,2100.5859375,0.01529150395022915,0.002214775193419726,1098.1531776076736,1033.7516132994272
100.mat,157,2100.5859375,0.01540642884899493,0.0021337604952507373,1105.064423399136,1030.1599781656312
100.mat,158,2100.5859375,0.014983873995770877,0.002229631672728268,1095.1740216734988,1042.573033681423
100.mat,159,2100.5859375,0.015290851164252002,0.0024288503318395517,1067.9007100191932,1019.5999397351444
100.mat,160,2100.5859375,0.015417004182415192,0.0023915737767488915,1076.4853244282253,1023.6559765735841
100.mat,161,2100.5859375,0.015559514114154198,0.002209728131941336,1107.6981545839083,1078.058569612931
100.mat,162,2100.5859375,0.015184181523229472,0.0022280693195904037,1100.2359368342802,1068.0270672081035
100.mat,163,2100.5859375,0.015536763643525655,0.0023121328238894993,1094.0312486382657,1067.6637606698248
100.mat,164,2100.5859375,0.014996225435393954,0.0023319424604361554,1168.3953592058656,1151.330137283102
100.mat,165,2100.5859375,0.015389621137647014,0.0023440441573234364,1099.3166878000486,1046.505292339184
100.mat,166,2100.5859375,0.015581215050873662,0.0022863748976599024,1180.39770383472,1155.9930397381645
100.mat,167,2100.5859375,0.01547901224763138,0.002167733225325798,1101.7278485084364,1070.079387020224
100.mat,168,2100.5859375,0.015089865848754453,0.002116298305090774,1134.0277102771095,1084.471658624984
100.mat,169,2100.5859375,0.015235310399268316,0.0022568540631111556,1097.1047383899602,1050.6214626062726
100.mat,170,2100.5859375,0.01524188762594855,0.002248670337220142,1105.9665807265453,1053.922821920846
100.mat,171,2100.5859375,0.01563374200482154,0.002232953880826957,1106.6382889009697,1045.249230852979
100.mat,172,2100.5859375,0.015353611416355167,0.0023341474924726494,1075.318982003921,1024.860489378257
100.mat,173,2100.5859375,0.01449456863840538,0.0023155772199210814,1089.196265730545,1047.534972015795
100.mat,174,2100.5859375,0.015090479328212968,0.0022889616959557014,1102.3663697072534,1051.029311571382
100.mat,175,2100.5859375,0.015130269770656086,0.002245963635783212,1132.6052980898608,1109.7434109895883
100.mat,176,2100.5859375,0.014991562257676339,0.002209350497818359,1119.707047116148,1082.026762628075
100.mat,177,2100.5859375,0.015180945697810299,0.0022083538096612943,1112.3680360773885,1080.2009365766894
100.mat,178,2100.5859375,0.01501848580604578,0.002226680573578742,1125.194537992021,1063.747004442973
100.mat,179,2100.5859375,0.015103506744875808,0.0022193996087745754,1114.9578741719752,1075.845910354876
100.mat,180,2100.5859375,0.015150291796496369,0.002150170056691789,1102.0168089684262,1038.3940219091953
100.mat,181,2100.5859375,0.015117307087947956,0.002169745126755807,1110.5962071765373,1088.1836560041788
100.mat,182,2100.5859375,0.015025652206372758,0.00235693981865948,1098.9692551266485,1072.1753338855615
100.mat,183,2100.5859375,0.015225979092934418,0.002439140401319502,1068.800594205882,1006.5285355137746
100.mat,184,2100.5859375,0.015421986602458927,0.002274715419377419,1081.8202819719868,1024.8284554346403
100.mat,185,2100.5859375,0.015166480916570786,0.0021326344021730835,1150.0210255421418,1110.166846022987
100.mat,186,2100.5859375,0.015084186327730039,0.0022581225554003264,1106.7666397107314,1063.9921615748492
100.mat,187,2100.5859375,0.014970978109765198,0.0023153924174597277,1159.844531798837,1147.3449046718686
100.mat,188,2100.5859375,0.014886027549388423,0.002236655038103553,1119.2878216015977,1060.4971254663794
100.mat,189,2100.5859375,0.014894260844699147,0.002280895797175334,1112.2495844836658,1076.2206067913648
100.mat,190,2100.5859375,0.015419425662103086,0.0023010953839535707,1110.9359318046804,1056.7827747593647
100.mat,191,2100.5859375,0.015085526053505991,0.002133482184071805,1107.9330625175041,1056.370110830284
100.mat,192,2100.5859375,0.015268515300419238,0.0021886409259224875,1091.9485171460005,1048.591361756153
100.mat,193,2100.5859375,0.015199700774340724,0.0022635668005388724,1093.200473132756,1044.931325991561
100.mat,194,2100.5859375,0.014967327371040631,0.002252663258949322,1086.591473207466,1044.8769178072025
100.mat,195,2100.5859375,0.015456691538785643,0.0023468650788285167,1080.6021772471393,1045.9310497258475
100.mat,196,2100.5859375,0.014843025164369587,0.0022804300231737628,1090.1432486182566,1038.9780907933111
100.mat,197,2100.5859375,0.01496611369713603,0.0021538596333387458,1099.9427474258034,1033.5350282881254
100.mat,198,2100.5859375,0.014801107269238795,0.002187833030405541,1111.2088531360614,1050.7322021741293
100.mat,199,2100.5859375,0.01465410002141422,0.0023131571226151894,1119.252614801324,1058.7950433181743
100.mat,200,2100.5859375,0.014810271684950312,0.002442843554749027,1084.0163430071434,1025.3810152726737
100.mat,201,2100.5859375,0.01488512866828412,0.00237979700639765,1078.6314755319477,1027.4307592152636
100.mat,202,2100.5859375,0.015401934083791077,0.0022361251045252876,1088.2556171338545,1027.507847786144
100.mat,203,2100.5859375,0.015146933059843649,0.0022256200145305094,1114.5797935101443,1077.0820743227293
100.mat,204,2100.5859375,0.015190862282288798,0.002204937740178079,1111.753377462527,1054.5638276142804
100.mat,205,2100.5859375,0.015002203715526897,0.0022518592081646224,1170.850925973925,1152.3620038835963
100.mat,206,0.0,0.016906046123798077,0.0024720501938846236,1087.8237699654994,1058.4294211407505
100.mat,207,0.0,0.017593824969951922,0.002486063090470541,1125.4837297225638,1099.179582636067
100.mat,208,0.0,0.016892396484374995,0.0024027556902381174,1064.176366924858,1040.457276775232
100.mat,209,0.0,0.016761349759615383,0.002404807188316393,1087.95449274124,1080.0310944972746
100.mat,210,0.0,0.015169587890624999,0.002224132938691508,1100.6614556815389,1065.8950328582014
100.mat,211,2100.5859375,0.015256303610240787,0.0021511280213154845,1156.8113877239766,1091.1958204170296
100.mat,212,2100.5859375,0.015058655867729554,0.0022748614215640137,1090.4374021209358,1045.0174164794482
100.mat,213,2100.5859375,0.015220583772616099,0.0023851829902969586,1093.6285796234024,1064.263236582718
100.mat,214,2100.5859375,0.015428798555434713,0.00217053866537338,1127.1405405316245,1085.0187163633725
100.mat,215,2100.5859375,0.014973612684410888,0.00197425727654251,1129.7958786553174,1063.594968378258
100.mat,216,2100.5859375,0.015205503116312795,0.0021810799956441403,1138.5561062441304,1106.065087865335
100.mat,217,2100.5859375,0.015332973058772495,0.0023597397374747835,1080.1478898995724,1047.1678878542834
100.mat,218,2100.5859375,0.015116994511112349,0.002245244787905444,1124.2570694966425,1089.226583158291
100.mat,219,2100.5859375,0.015032254498939893,0.0021845530788676387,1104.2655646388343,1056.690444769237
100.mat,220,2100.5859375,0.014841745273515396,0.0022220465601571287,1151.0961853150218,1115.8013949241965
100.mat,221,2100.5859375,0.015148357168518195,0.0021481319744736625,1123.1448158269773,1072.7343143824173
100.mat,222,2100.5859375,0.015045854433594871,0.0022255052125569655,1126.3303501562607,1090.9997715380327
100.mat,223,2100.5859375,0.015093038036514616,0.002383332836480778,1126.9958782589433,1090.782265203953
100.mat,224,2100.5859375,0.01519808809473284,0.0023393314612997363,1099.568764805823,1028.6029779676505
100.mat,225,2100.5859375,0.015006436189447608,0.0022953152973181332,1135.3228061888076,1111.8847147085046
100.mat,226,2100.5859375,0.014939991253722432,0.0024568139399535212,1080.413774943085,1027.7635571554408
100.mat,227,2100.5859375,0.014473951584654489,0.002342671110085618,1114.6011688599626,1053.5135702944874
100.mat,228,2100.5859375,0.015074829987173894,0.002062056925471142,1169.135593215272,1127.355115324556
100.mat,229,2100.5859375,0.015233241000698882,0.002212349506539592,1086.4778218246665,1033.3481482073428
100.mat,230,2100.5859375,0.015083540667142566,0.0025136637118337106,1077.3245227381765,1061.8153228029914
100.mat,231,2100.5859375,0.015307353924069156,0.0024113051994400637,1073.0441538937685,1027.3121751110427
100.mat,232,2100.5859375,0.015163681948186826,0.002122715372324981,1122.2826714900882,1051.164806083058
100.mat,233,2100.5859375,0.015528887522926027,0.0022098481471725232,1108.20514344871,1059.7576112047116
100.mat,234,0.0,0.01525224969951923,0.0023657394376091993,1082.9817508157048,1040.3370382147687
100.mat,235,0.0,0.01564564453125,0.0023719276862556316,1102.8717840681866,1052.930486176532
105.mat,0,3585.9375,0.048017136638379844,0.04100738205214594,2702.8609684192334,1174.938171210415
105.mat,1,3585.9375,0.05321308132433235,0.04123527001513745,2697.257753781772,1189.3894520386943
105.mat,2,3585.9375,0.04935617208852778,0.042341351323039525,2710.742985041806,1188.2237929319547
105.mat,3,3585.9375,0.04583106571939779,0.04262324837007586,2714.3798315695085,1177.6390358252136
105.mat,4,3585.9375,0.051606055578030004,0.04208603647331682,2714.5174194286787,1189.6877987899647
105.mat,5,3585.9375,0.06443347093992463,0.041459852453516244,2692.2133484663905,1184.4761793970586
105.mat,6,3585.9375,0.06608503848801038,0.04187975351567266,2686.2139821665573,1187.1108537999778
105.mat,7,3585.9375,0.06555400060442479,0.04216080012635365,2678.1476280689058,1202.3409731430531
105.mat,8,3585.9375,0.06430767253148087,0.04270427038380198,2686.974801683358,1193.3880466463127
105.mat,9,3585.9375,0.05891430176389825,0.042365501266878804,2694.00715231419,1208.7403045101212
105.mat,10,3585.9375,0.07517299685243632,0.042034433492512735,2650.4791771952773,1202.4360327286367
105.mat,11,3585.9375,0.065297638435035,0.04339041462799448,2660.5590262457945,1200.2466205777155
105.mat,12,3585.9375,0.05545066509228353,0.0434165573654194,2657.9017914445503,1189.5797767042786
105.mat,13,3585.9375,0.06319680189527149,0.043494156617214105,2664.9281737609967,1185.58919930447
105.mat,14,3585.9375,0.061558537627449506,0.043934428060099215,2687.2408094440157,1189.7005641831909
105.mat,15,3585.9375,0.06261026850037098,0.04351828707704807,2704.4222523740114,1173.2190341585735
105.mat,16,3585.9375,0.04845986766836505,0.04312101824118182,2692.967069025754,1172.311784433306
105.mat,17,2616.2109375,0.0403884914963899,0.04261696005246356,2707.4106356703332,1160.3570523754672
105.mat,18,2616.2109375,0.03817995908934862,0.04239682550771026,2732.095027192123,1164.3331749836045
105.mat,19,3585.9375,0.051204722555606236,0.042934143364849284,2718.8116522243586,1191.4258706913524
105.mat,20,3585.9375,0.05843594622344989,0.04250566347371505,2717.456123329102,1182.6862171411296
105.mat,21,3585.9375,0.05892492837327699,0.042368349518106294,2685.606088746671,1187.0641574303074
105.mat,22,3585.9375,0.061324524442848964,0.043212232211799755,2673.8364938331897,1193.598550843061
105.mat,23,3585.9375,0.05568242385836082,0.0427298618937003,2696.881715064178,1176.8183681689534
105.mat,24,3585.9375,0.049536701753178355,0.04277078639676963,2725.6852190399977,1184.9992676222503
105.mat,25,3585.9375,0.058227425921838334,0.042824084390201814,2721.335150113664,1175.2303208517033
105.mat,26,3585.9375,0.05604856005092447,0.04193184373592852,2722.657470980303,1209.9795372213164
105.mat,27,3585.9375,0.053335222785347615,0.04156159496251173,2714.622638259244,1183.7974525675963
105.mat,28,3585.9375,0.041428774194744826,0.04197082527922872,2727.2319828800496,1172.0076338173317
105.mat,29,3606.4453125,0.03662410162273719,0.0422110923520993,2730.1205521324405,1189.4462068762446
105.mat,30,3585.9375,0.037642925769948196,0.042034846930761066,2708.4068138077414,1154.8344656600414
105.mat,31,2616.2109375,0.03866345948437902,0.042409696563035414,2734.716157810176,1192.0202057582032
105.mat,32,3585.9375,0.04297329791378828,0.0421446284088067,2703.207691584609,1160.3450299042245
105.mat,33,3585.9375,0.04543791910627156,0.04217091627432885,2713.958251286941,1166.3787292291022
105.mat,34,3585.9375,0.04671209694189179,0.04270212964067994,2705.3541070483866,1171.6055775711675
105.mat,35,3585.9375,0.05827724318688794,0.042835599169470356,2697.002395963109,1176.7257790699357
105.mat,36,3585.9375,0.06421181599276689,0.04396530347509825,2676.2540190451923,1188.4093019700565
105.mat,37,3585.9375,0.06755771721668524,0.04378353508370287,2664.040119162943,1188.8159712298554
105.mat,38,3585.9375,0.05976286591975799,0.04265172616034668,2675.5175857088852,1199.820026984859
105.mat,39,2879.8828125,0.05196115157018192,0.04267441969432288,2711.120188410502,1175.5604704165523
105.mat,40,3585.9375,0.05293309435294338,0.04303616298699135,2716.4737279033507,1170.5917248003348
105.mat,41,3585.9375,0.05082155811500014,0.04296522691780001,2716.642349877108,1160.1568017432323
105.mat,42,2616.2109375,0.04943624853490379,0.04211867322161277,2703.087989280633,1169.847330175272
105.mat,43,3585.9375,0.05910438475645397,0.04279655961163413,2690.1764538925827,1186.6587206562754
