file,segment,fault_type,load_hp,rpm,sampling_frequency_hz,mean,std,rms,peak,peak_to_peak,mean_absolute,kurtosis,skewness,crest_factor,peak_frequency,peak_amplitude,spectral_energy,spectral_centroid,spectral_bandwidth
105.mat,33,Inner Race,0,1797.0,12000,0.0123310709343032,0.2898925987577677,0.2901547416895318,1.4987889421157683,2.68554,0.2080287591906031,5.243038459637151,0.1804685867910033,5.16548147167447,3585.9375,0.0454379191062715,0.0421709162743288,2713.958251286941,1166.3787292291022
105.mat,34,Inner Race,0,1797.0,12000,0.0122255436197916,0.2917281759025397,0.2919842333623899,1.4987889421157683,2.68554,0.2097787042516529,5.153279051384756,0.1740837359898528,5.133116007176932,3585.9375,0.0467120969418917,0.0427021296406799,2705.3541070483866,1171.6055775711675
105.mat,35,Inner Race,0,1797.0,12000,0.0123147719015094,0.2921778411829807,0.2924372487993506,1.4380382035928143,2.540160558882236,0.211054391081119,5.050279217017418,0.1927715052263506,4.917424881737595,3585.9375,0.0582772431868879,0.0428355991694703,2697.002395963109,1176.7257790699357
105.mat,36,Inner Race,0,1797.0,12000,0.0123705693203436,0.2960144285360583,0.2962728014631762,1.5135705389221557,2.615692894211577,0.2144999114368918,4.988261787386916,0.1908340299004917,5.108705663993519,3585.9375,0.0642118159927668,0.0439653034750982,2676.2540190451923,1188.4093019700565
105.mat,37,Inner Race,0,1797.0,12000,0.0122299852053705,0.2954114471926509,0.2956644984954736,1.5135705389221557,2.5789825548902194,0.2132806565384855,4.972554674526208,0.1966486968269213,5.119216363899459,3585.9375,0.0675577172166852,0.0437835350837028,2664.040119162943,1188.8159712298554
105.mat,38,Inner Race,0,1797.0,12000,0.0128277750358657,0.2915035920034436,0.2917857021227752,1.4848195209580837,2.561114690618762,0.2096679025542664,5.131989126280362,0.2001585683762344,5.08873296448677,3585.9375,0.0597628659197579,0.0426517261603466,2675.517585708885,1199.820026984859
105.mat,39,Inner Race,0,1797.0,12000,0.012415381746273,0.2916171319775477,0.2918813001319478,1.4848195209580837,2.64801748502994,0.210096237963526,5.224357716115618,0.1982057292353389,5.087066284434311,2879.8828125,0.0519611515701819,0.0426744196943228,2711.120188410502,1175.5604704165523
105.mat,40,Inner Race,0,1797.0,12000,0.0122675403977201,0.2928674441618168,0.2931242610178909,1.739030499001996,2.96086754491018,0.2109793203534337,5.353380020731314,0.2104900748114589,5.932741605771942,3585.9375,0.0529330943529433,0.0430361629869913,2716.4737279033507,1170.5917248003348
105.mat,41,Inner Race,0,1797.0,12000,0.0125503742222586,0.2926011433422134,0.2928701776867853,1.739030499001996,2.96086754491018,0.2109168208992172,5.402381763420903,0.2034400615605901,5.937888632900785,3585.9375,0.0508215581150001,0.0429652269178,2716.642349877108,1160.1568017432323
105.mat,42,Inner Race,0,1797.0,12000,0.0124243045744448,0.2897043644873012,0.2899706573899325,1.599661157684631,2.715428063872255,0.2081792575591005,5.459071412583809,0.1974821445219337,5.516631138072418,2616.2109375,0.0494362485349037,0.0421186732216127,2703.087989280633,1169.847330175272
105.mat,43,Inner Race,0,1797.0,12000,0.0125279680092939,0.2920260554998458,0.2922946579622025,1.6963100598802394,2.854797405189621,0.208925840506487,5.526608651550194,0.2127251553379109,5.803424775897185,3585.9375,0.0591043847564539,0.0427965596116341,2690.1764538925827,1186.6587206562754
105.mat,44,Inner Race,0,1797.0,12000,0.0124855350042103,0.2915026305370489,0.2917698959700273,1.6963100598802394,2.854797405189621,0.2081807645256362,5.615890261887008,0.2095321320338373,5.81386251052609,3585.9375,0.048234879102805,0.0426427860709235,2733.7603143114384,1178.0248870611172
105.mat,45,Inner Race,0,1797.0,12000,0.0125185296399388,0.2906517304540489,0.2909211955156914,1.5666868263473055,2.717864590818364,0.2070159587075848,5.670238471972857,0.2012948742859786,5.385261887055608,3585.9375,0.0451356876653629,0.0423959280926344,2731.874054550922,1166.7908519109096
105.mat,46,Inner Race,0,1797.0,12000,0.0125324095948727,0.2937524200141747,0.2940196346410181,1.4970021556886228,2.6481799201596807,0.2098871265281936,5.439466174358514,0.2062718681856955,5.091504033451305,3585.9375,0.0422842383428504,0.043302304480444,2733.591304325595,1166.006102791114
105.mat,47,Inner Race,0,1797.0,12000,0.0123038265656187,0.2910600272720056,0.2913199677738164,1.4474594411177644,2.5744343712574853,0.2074051526439309,5.481607910482373,0.2045634332835321,4.9686241975750365,3585.9375,0.044228932057395,0.0425093539275445,2714.5796067143665,1169.9762099997483
105.mat,48,Inner Race,0,1797.0,12000,0.0124524213974394,0.2908473743847166,0.2911138230746573,1.5018752095808383,2.872015528942116,0.2071472630812593,5.582176076971316,0.1794248342830567,5.159065253990623,2616.2109375,0.0383464550912019,0.0424511619309253,2723.50318282268,1167.2748807035553
105.mat,49,Inner Race,0,1797.0,12000,0.0124528576245945,0.2897366942104635,0.2900041820992001,1.5018752095808383,2.872015528942116,0.2073770754779503,5.547251852341754,0.1714327057606814,5.178805349321135,3606.4453125,0.0405102526745764,0.0421287524817343,2726.5517030267047,1154.7817162529598
105.mat,50,Inner Race,0,1797.0,12000,0.0124140730648078,0.2858467561783227,0.2861161953258289,1.462078602794411,2.5856423952095806,0.2042724071583395,5.567350829971972,0.1886482532882521,5.110086834229698,3606.4453125,0.0378471620950541,0.0410082938195589,2706.8248356183617,1154.171124057646
105.mat,51,Inner Race,0,1797.0,12000,0.0123391213081649,0.2886608187305399,0.2889244229635895,1.5481692215568863,2.7873868263473054,0.205247969705121,5.664507209353389,0.1876825463800531,5.358388209888326,2616.2109375,0.0411166810282491,0.0418147885429927,2714.5838703812506,1158.0428618949788
105.mat,52,Inner Race,0,1797.0,12000,0.0121962370863741,0.2912561369669922,0.2915113814587732,1.5481692215568863,2.7873868263473054,0.2061494926065837,5.70857569842588,0.1986586993319027,5.310836282993757,2616.2109375,0.0458931597123227,0.0425638191293827,2713.326129958391,1172.560436940994
105.mat,53,Inner Race,0,1797.0,12000,0.0123844889322916,0.2945630604010461,0.2948232896481286,1.608432654690619,2.7714681836327344,0.2085560785070483,5.750854032937446,0.1941647551361318,5.455582076335563,3585.9375,0.0479140296499934,0.0435370748324392,2708.023551198024,1171.0767241340045
105.mat,54,Inner Race,0,1797.0,12000,0.0122550880952937,0.294774700856457,0.2950293399803435,1.608432654690619,2.792909620758484,0.2090523860384699,5.778792309842191,0.1619081704315842,5.451771863767114,2616.2109375,0.0435409266610297,0.0435962527745861,2727.381691413327,1165.7685174983928
105.mat,55,Inner Race,0,1797.0,12000,0.0120887269211576,0.2900047771579875,0.2902566245463285,1.4723120159680638,2.6567889820359283,0.2081476905758794,5.366262449650121,0.1634503611569252,5.072449313669548,2616.2109375,0.040965505843042,0.0421975261867811,2718.934248561941,1167.0037185714395
105.mat,56,Inner Race,0,1797.0,12000,0.0119684868544161,0.2915291408632887,0.2917747155770553,1.4373884630738525,2.6704335329341315,0.2095122884309506,5.252348096650247,0.188138191631601,4.926364027914713,3606.4453125,0.0385819356896608,0.0426378648302173,2709.5293013391206,1152.4039231126662
105.mat,57,Inner Race,0,1797.0,12000,0.0119617848190338,0.2926633575472415,0.2929077075579975,1.4373884630738525,2.690250618762475,0.2092279872968905,5.4937393761301205,0.1858530253714548,4.907308431920455,3606.4453125,0.0410162897005681,0.0429690053855807,2720.77544607294,1152.342345497857
106.mat,0,Inner Race,1,1772.0,12000,0.0056878469038485,0.2934839933449474,0.2935391046387154,1.5808186826347306,2.767569740518962,0.2088176561720309,5.420329917902034,0.1447960735338891,5.385376795300864,3539.0625,0.0636232507208621,0.0430987789294855,2726.463419061764,1161.952346136167
106.mat,1,Inner Race,1,1772.0,12000,0.0057374578284836,0.2941867552645142,0.294242698117382,1.5808186826347306,2.7276106986027946,0.2095380258330994,5.374295940827109,0.1588138038757028,5.372499276104707,3539.0625,0.063006379265646,0.0433058425586025,2720.6684522100422,1163.3409387632537
106.mat,2,Inner Race,1,1772.0,12000,0.0057387665099488,0.2943922142560909,0.2944481435765215,1.402464910179641,2.577845508982036,0.2096202348233221,5.366969047120883,0.1667838253238053,4.76302853583849,3539.0625,0.0582226491437018,0.0433663215061792,2720.421582557747,1156.3334295834773
106.mat,3,Inner Race,1,1772.0,12000,0.0057583967319267,0.2926073756243017,0.2926640316175929,1.402464910179641,2.577845508982036,0.2083541846482815,5.280755119124361,0.15793187932544,4.792064478945469,3539.0625,0.0566954799132712,0.042842699025281,2735.475476810239,1155.758650246053
106.mat,4,Inner Race,1,1772.0,12000,0.006060424551288,0.290791274693433,0.2908544209455538,1.3444755688622754,2.531876367265469,0.207213490294801,5.393520621466918,0.1732287700333407,4.622503465793813,3539.0625,0.0594891305460467,0.0423165130036818,2697.753031878888,1171.7913602008837
106.mat,5,Inner Race,1,1772.0,12000,0.0059529540430857,0.290642068243863,0.2907030262912814,1.4084750099800398,2.661499600798403,0.2077301418744542,5.407785936529444,0.1536443637411985,4.845064834546175,3539.0625,0.0649591910929141,0.0422718437648696,2686.698029239368,1168.858497806351
106.mat,6,Inner Race,1,1772.0,12000,0.0057397182782871,0.2901636045705547,0.2902203676231069,1.4107491017964071,2.6637736926147704,0.2073894484663485,5.309382921967643,0.1364195974108495,4.860958289559018,3539.0625,0.069225429143251,0.04213040469611,2672.64418442947,1182.315542879314
106.mat,7,Inner Race,1,1772.0,12000,0.0056693667352794,0.2895234609605089,0.2895789636104984,1.4107491017964071,2.7126666666666663,0.2053138003485217,5.479046463092309,0.1464024052422755,4.871725087371856,3539.0625,0.0671111877031553,0.0419440602550627,2691.629925100145,1180.8920441080777
106.mat,8,Inner Race,1,1772.0,12000,0.0059594974504116,0.2893055842759034,0.2893669585545028,1.5411845109780438,2.843102075848303,0.2051532687554578,5.612596427867127,0.1546677624761116,5.326055603158156,3539.0625,0.0636963074786052,0.0418843761670533,2705.91044371651,1161.6766305899816
106.mat,9,Inner Race,1,1772.0,12000,0.0060808082565338,0.289478491757928,0.2895423516853753,1.5411845109780438,2.7107174451097804,0.2050957264280033,5.636231243301417,0.1371130687954709,5.322829292526908,3539.0625,0.0620414229398611,0.0419358754099163,2701.530329712259,1171.3173622011295
106.mat,10,Inner Race,1,1772.0,12000,0.0059814277792072,0.2892161919504885,0.289278037819361,1.469225748502994,2.6387586826347307,0.204625711496928,5.541643047948927,0.0957376530933611,5.078939830960996,3539.0625,0.0645060808917483,0.0418587807888811,2699.181868028806,1174.3159676198427
106.mat,11,Inner Race,1,1772.0,12000,0.0060737493080245,0.2906026283702745,0.2906660937336321,1.469225748502994,2.6072462674650696,0.2061439406246101,5.3461525979554,0.1259740347140477,5.054685703553026,3539.0625,0.0614926854679188,0.0422618345039502,2712.149165258071,1156.710704764632
106.mat,12,Inner Race,1,1772.0,12000,0.0061467182139626,0.2937781580081114,0.2938424548417753,1.4086374451097805,2.6368094610778448,0.2084825147458988,5.407481745039847,0.1207219214266969,4.793852698611188,3539.0625,0.0532849984425994,0.0431905858847644,2740.088062033928,1155.438882186813
106.mat,13,Inner Race,1,1772.0,12000,0.0063089947156468,0.293152031198822,0.2932199120290387,1.4086374451097805,2.6368094610778448,0.2077142790688155,5.476714136841272,0.0948108758884378,4.804030651814252,3539.0625,0.0523975489285708,0.0430088604414883,2727.723604926653,1150.903303634329
106.mat,14,Inner Race,1,1772.0,12000,0.0061802283908745,0.2922237574408642,0.2922891028345403,1.409124750499002,2.6126066267465067,0.2066327133233533,5.562160650734355,0.1067906514984707,4.8209965299208655,3539.0625,0.0578277159329466,0.0427355579948517,2720.2763875857304,1155.3564687534638
106.mat,15,Inner Race,1,1772.0,12000,0.0060232262720652,0.2928804996604913,0.2929424283645228,1.4737739321357284,2.6772558083832334,0.2071624120606443,5.547524312256631,0.152174758245618,5.030933690157844,3539.0625,0.0538669508324661,0.0429257731085037,2733.5083976041924,1146.7765901210828
106.mat,16,Inner Race,1,1772.0,12000,0.0059603699047218,0.2917000800671004,0.2917609684665752,1.5767578043912174,2.735082714570858,0.2064049234343812,5.643942250708355,0.1774305525737128,5.404279443814138,3539.0625,0.0548824815761991,0.0425799965370387,2729.8087437853865,1159.0030694299128
106.mat,17,Inner Race,1,1772.0,12000,0.0060778736374906,0.2902324248985891,0.2902960575179561,1.5767578043912174,2.854797405189621,0.204942808981646,5.791979167526437,0.1282463664497784,5.431550872142616,3539.0625,0.063418520831519,0.0421543745471298,2710.648511634661,1173.3355760208108
106.mat,18,Inner Race,1,1772.0,12000,0.0060123205931886,0.295241217753563,0.2953024291459894,1.4809210778443114,2.7589606786427145,0.2073483637997442,5.72899163610025,0.120703817340274,5.014930226368659,3539.0625,0.0669770466700172,0.0436198380423188,2727.965282004777,1163.2479999194093
106.mat,19,Inner Race,1,1772.0,12000,0.0060598693530906,0.2947173337949145,0.2947796276131706,1.4809210778443114,2.71672754491018,0.2070769115382516,5.863588966300855,0.1422719291789801,5.023824372923335,3539.0625,0.0614194716001671,0.0434658755702931,2733.230793616479,1153.4439673534782
106.mat,20,Inner Race,1,1772.0,12000,0.0061534599063591,0.2908340726305639,0.2908991627208632,1.5047990419161676,2.770980878243513,0.2047734735314527,6.074459772135592,0.1462135579417662,5.172923248872052,3539.0625,0.057450170215821,0.0423300957941962,2733.9915797994468,1159.4953680301053
106.mat,21,Inner Race,1,1772.0,12000,0.0060918329064527,0.2895374062257045,0.2896014848581906,1.5047990419161676,2.770980878243513,0.2051141272825442,5.915338203366006,0.137381346023323,5.196102646549011,3539.0625,0.0578974141661546,0.0419530732671391,2733.0177272068227,1167.4318358936498
106.mat,22,Inner Race,1,1772.0,12000,0.0061585756611776,0.2865765677493183,0.2866427344921793,1.478646986027944,2.725336606786427,0.2039984565049588,5.672332237175072,0.1600258092199743,5.158501535535298,3539.0625,0.0605000661038848,0.0411009963280098,2727.09151571154,1169.2254901615936
106.mat,23,Inner Race,1,1772.0,12000,0.0059661598287799,0.2906889345155031,0.2907501534184651,1.478646986027944,2.7761788023952096,0.2053138003485217,5.884572355553685,0.1537707244481892,5.085627534991483,3539.0625,0.0577106381622853,0.0422856274972309,2738.1911528583964,1169.2327212256996
106.mat,24,Inner Race,1,1772.0,12000,0.0058718554492577,0.2953601985986349,0.2954185600172102,1.5788694610778442,2.892482355289421,0.2090149101601484,5.780079543307608,0.1106004064147036,5.344516813655391,3539.0625,0.0506578248393034,0.0436533028783068,2719.865691785136,1155.9933754167507
106.mat,25,Inner Race,1,1772.0,12000,0.0062665617105632,0.2932464261230204,0.293313375469985,1.5788694610778442,2.892482355289421,0.2086781824534524,5.527062300897835,0.1094422613864268,5.382875767421017,3539.0625,0.053497954059745,0.0430360032427809,2723.570794141792,1148.0167369892563
106.mat,26,Inner Race,1,1772.0,12000,0.00643157454622,0.2920182888675101,0.2920891065826525,1.5579153293413173,2.855609580838323,0.2065403124805077,5.738617163701702,0.1044635142775172,5.3336988413173625,3539.0625,0.0617887067550039,0.0426787155217884,2736.8004143056696,1177.3004162731647
106.mat,27,Inner Race,1,1772.0,12000,0.0064168617939901,0.29415160348446,0.2942215864748236,1.5579153293413173,2.855609580838323,0.2078974944739427,5.710038134755895,0.1090416193389099,5.295040884006065,3539.0625,0.0582205756097708,0.0433037596253354,2726.7854845089128,1162.9268597413973
106.mat,28,Inner Race,1,1772.0,12000,0.0063664577290731,0.2932475681051273,0.2933166684380336,1.455093892215569,2.7523008383233534,0.2075562458676397,5.548915312302525,0.1267171862617424,4.96082919516377,3539.0625,0.0489421965596237,0.0430376106255248,2735.865293959688,1167.7404767971504
106.mat,29,Inner Race,1,1772.0,12000,0.0062169904429422,0.2944425849310463,0.2945082117548576,1.4719871457085827,2.798919720558882,0.2073916296021238,5.703389720130778,0.1140117429610288,4.998119193137587,3539.0625,0.0480390524348951,0.0433868712585912,2726.791415960199,1160.6153863509387
106.mat,30,Inner Race,1,1772.0,12000,0.006506129732722,0.2955799746647727,0.2956515705132084,1.5127583632734531,2.843589381237525,0.2082845072745134,5.762007017313624,0.1186642860948208,5.116693142023643,2841.796875,0.0462521226402866,0.0437260907129616,2709.050978413612,1156.6853087818563
106.mat,31,Inner Race,1,1772.0,12000,0.0063122069337886,0.2979602186882308,0.2980270723895957,1.5143827145708584,2.8452137325349303,0.2103420717939121,5.60709591080215,0.1285825107917304,5.081359563842517,3539.0625,0.0480284262478155,0.0444299946136562,2740.485307936008,1158.432685151539
106.mat,32,Inner Race,1,1772.0,12000,0.0058522648842939,0.2985004149855499,0.2985577779104431,1.5143827145708584,2.7151031936127747,0.2118767189254304,5.305354680262644,0.1404071988056847,5.072327122641971,3539.0625,0.053664518766961,0.0445854985992226,2712.576641129103,1161.224452329138
106.mat,33,Inner Race,1,1772.0,12000,0.0059603302477077,0.2964261894419975,0.2964861064599229,1.4869311776447105,2.746940479041916,0.2104937598728324,5.413993590276557,0.1225795761534142,5.015179953620202,3539.0625,0.0523623113478177,0.043969772680869,2738.4321185635013,1154.6520852643298
106.mat,34,Inner Race,1,1772.0,12000,0.0059172627303985,0.2926860322368462,0.2927458410716859,1.494890499001996,2.7548998003992016,0.2051337971615363,5.873923096837636,0.1238723067996857,5.10644487221233,3539.0625,0.0566367443289315,0.0428675707318414,2727.3224413103367,1155.2847253571197
106.mat,35,Inner Race,1,1772.0,12000,0.0057437236367109,0.2911583366306973,0.2912149847634379,1.494890499001996,2.739306027944112,0.2048247897076939,5.765322046738875,0.163270178516724,5.133288385610848,3539.0625,0.0597500016147702,0.0424195790202183,2708.552672042048,1164.1592475555371
106.mat,36,Inner Race,1,1772.0,12000,0.0057463806566554,0.2928960434247048,0.2929524076441389,1.4559060678642717,2.700321596806387,0.2083353475665855,5.393857335495274,0.1373890815608469,4.969769934892698,3539.0625,0.0646345333693438,0.0429270675671439,2695.5681072758,1169.7886616987932
106.mat,37,Inner Race,1,1772.0,12000,0.0056522745622037,0.293887958690063,0.2939423080652711,1.4822205588822357,2.631936407185629,0.2094342830842221,5.31019951386427,0.1362395137978329,5.042556032978765,3539.0625,0.0607136438914228,0.0432170187002905,2741.2935803362943,1161.193511159354
106.mat,38,Inner Race,1,1772.0,12000,0.0053812585278661,0.292961701039552,0.293011119617211,1.4822205588822357,2.6322612774451097,0.2082345790937655,5.367259155862405,0.1459154156808082,5.058581260733738,3539.0625,0.0573666902535631,0.0429422384827713,2731.393973479499,1158.740461529104
